specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
3.43515E+17,216.00274,1.237227,-0.00019613,305,51613,421,STAR,G2
3.43517E+17,216.08985,0.95045707,0.000113291,305,51613,427,STAR,G2
3.43519E+17,216.11877,1.189241,-0.000208844,305,51613,435,STAR,G2
3.44556E+17,218.8061,-0.13326715,0.000100456,306,51637,111,STAR,G2
3.04029E+17,153.12794,-0.93070054,9.60E-05,270,51909,131,STAR,G0
3.04041E+17,152.62681,-0.61516081,0.000361587,270,51909,174,STAR,G2
3.04115E+17,152.66939,1.2575476,-0.000273898,270,51909,443,STAR,G2
3.04158E+17,153.34306,0.8739991,0.000530841,270,51909,602,STAR,G2
3.0416E+17,153.57225,0.93874027,1.12E-05,270,51909,607,STAR,G2
3.04161E+17,153.36742,0.84611976,0.000230968,270,51909,610,STAR,G0
3.05207E+17,153.78315,-0.53540694,0.000263113,271,51883,320,STAR,G2
4.50532E+17,24.99758,0.32744961,9.61E-05,400,51820,627,STAR,G0
4.51491E+17,26.632859,-0.73886946,4.23E-05,401,51788,18,STAR,G2
4.51495E+17,26.867546,-0.36815632,-0.000216268,401,51788,33,STAR,G2
4.82057E+17,33.811747,14.001366,-0.000258657,428,51883,626,STAR,G2
5.00035E+17,128.02253,52.909042,-0.00022825,444,51883,494,STAR,G2
5.00046E+17,128.1505,53.651685,-2.88E-05,444,51883,532,STAR,G2
3.82855E+17,198.41273,-2.2187021,3.97E-05,340,51990,177,STAR,G0
3.82873E+17,197.78804,-3.0874456,-0.000105665,340,51990,245,STAR,G0
3.82903E+17,196.9669,-1.7084151,-1.25E-05,340,51990,354,STAR,G2
3.82904E+17,197.15551,-2.1083051,-5.18E-05,340,51990,355,STAR,G2
3.82921E+17,197.82103,-1.3935204,0.00022885,340,51990,420,STAR,G2
3.17621E+17,173.4954,0.52766669,0.000426013,282,51658,425,STAR,G2
3.17637E+17,173.77292,0.20680165,-3.98E-05,282,51658,485,STAR,G0
3.37823E+17,207.02643,-0.30991123,-0.000520995,300,51943,194,STAR,G0
3.37857E+17,206.06823,-0.35221722,-0.000449902,300,51943,317,STAR,G2
3.37871E+17,206.75547,1.2473188,3.55E-06,300,51943,368,STAR,G0
3.3789E+17,206.86048,0.51306665,-8.32E-05,300,51943,435,STAR,G2
3.37896E+17,207.41991,1.1811508,-0.000390192,300,51943,459,STAR,G2
4.42499E+17,11.865183,-0.31081646,1.18E-05,393,51794,75,STAR,G0
4.43605E+17,13.718967,-1.009623,0.000417891,394,51913,1,STAR,G2
4.43616E+17,13.509139,-1.0819475,-0.000211967,394,51913,43,STAR,G2
3.46859E+17,220.72301,-1.0450602,0.000150859,308,51662,299,STAR,G2
3.70455E+17,176.91848,-3.4472805,-0.000132782,329,52056,122,STAR,G2
3.70478E+17,176.64154,-3.6486394,0.000187654,329,52056,207,STAR,G2
3.70516E+17,175.3075,-2.4732772,2.91E-05,329,52056,347,STAR,G2
3.7055E+17,176.67639,-2.1232406,-0.000140208,329,52056,470,STAR,G2
3.70554E+17,176.86938,-2.4952838,-0.00033944,329,52056,482,STAR,G0
3.8509E+17,237.26481,-0.20142755,-0.000343882,342,51691,117,STAR,G2
3.85093E+17,236.9322,-1.1749275,-0.000558012,342,51691,127,STAR,G0
3.85099E+17,237.15261,-0.41610701,0.000131532,342,51691,150,STAR,G2
3.85167E+17,236.19063,0.45735559,-2.32E-06,342,51691,398,STAR,G0
3.85182E+17,236.87941,1.2162516,-0.000664155,342,51691,451,STAR,G2
4.6289E+17,45.883563,1.0544817,0.00012659,411,51817,528,STAR,G2
4.30155E+17,348.58983,-0.5399647,-0.000163502,382,51816,221,STAR,G2
4.31291E+17,350.76175,-1.0934566,-0.000877939,383,51818,258,STAR,G0
3.3445E+17,201.23612,-1.0929657,-0.000124598,297,51959,211,STAR,G0
3.34462E+17,201.01864,-0.74135962,-7.36E-05,297,51959,253,STAR,G2
3.3448E+17,200.63548,0.066361687,5.66E-06,297,51959,319,STAR,G2
3.34489E+17,200.53858,0.54699166,0.00014956,297,51959,351,STAR,G2
3.34515E+17,201.69188,1.1712316,0.000268231,297,51959,448,STAR,G2
3.3552E+17,204.6034,-0.70446271,-7.91E-05,298,51955,8,STAR,G2
3.44577E+17,217.88009,-0.52666086,-0.000317394,306,51637,189,STAR,G2
3.44606E+17,217.2292,-1.1735917,0.000130967,306,51637,295,STAR,G2
3.49171E+17,226.31966,0.57188421,0.00028151,310,51990,515,STAR,G2
3.49191E+17,226.90835,0.31425944,0.000292962,310,51990,591,STAR,G2
3.50193E+17,227.64799,-1.1136112,0.00012344,311,51665,140,STAR,G2
3.50253E+17,227.0733,0.29496294,-6.61E-05,311,51665,358,STAR,G0
3.50254E+17,225.95003,0.52432484,3.68E-05,311,51665,359,STAR,G2
3.05255E+17,154.51194,0.052566017,0.000276547,271,51883,495,STAR,G2
3.0527E+17,155.04141,0.32924739,-0.000293669,271,51883,549,STAR,G0
3.05295E+17,155.55133,0.005389819,0.000244172,271,51883,639,STAR,G2
3.0625E+17,157.20617,-0.83961385,6.27E-05,272,51941,19,STAR,G0
3.06257E+17,156.50252,-1.1340382,9.42E-05,272,51941,44,STAR,G0
3.06278E+17,156.77149,-0.3133401,-3.95E-05,272,51941,120,STAR,G2
3.06303E+17,155.62605,-0.8317055,0.000717129,272,51941,211,STAR,G2
3.06373E+17,155.88717,0.37688648,0.000271729,272,51941,466,STAR,G0
3.06387E+17,156.42392,0.36756155,-9.53E-05,272,51941,517,STAR,G2
3.06415E+17,156.73173,0.94981417,1.92E-05,272,51941,620,STAR,G2
3.07373E+17,158.95576,-1.0399466,3.79E-05,273,51957,10,STAR,G0
5.01045E+17,130.80799,50.51414,-0.00054496,445,51873,71,STAR,G2
5.01192E+17,131.39737,51.282929,-0.000264321,445,51873,604,STAR,G0
5.02215E+17,130.13144,54.187067,-0.000203258,446,51899,232,STAR,G2
5.02234E+17,127.97981,54.234264,2.12E-06,446,51899,301,STAR,G0
5.2583E+17,131.60783,-0.15968221,0.000270695,467,51901,126,STAR,G2
5.25878E+17,130.34069,0.0954856,0.00046032,467,51901,300,STAR,G2
5.25886E+17,131.06355,1.7338505,0.000292353,467,51901,331,STAR,G2
3.95224E+17,256.96349,61.490039,-0.00010826,351,51695,119,STAR,G2
3.95267E+17,254.68033,61.12773,-0.000202121,351,51695,276,STAR,G2
3.18679E+17,175.99974,-0.42444132,1.31E-05,283,51959,181,STAR,G2
