specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
5.28218E+17,135.82229,1.7632236,-0.000406503,469,51913,622,STAR,WD
5.2822E+17,135.91242,1.1954449,-0.0001324,469,51913,630,STAR,WD
5.29182E+17,137.38286,0.071299507,0.000190121,470,51929,31,STAR,WD
5.29187E+17,136.6323,-0.4661066,-0.000201445,470,51929,51,STAR,WD
5.29193E+17,137.1918,-0.090682024,0.000483113,470,51929,74,STAR,WD
5.29195E+17,136.60108,-0.40783476,8.81E-05,470,51929,81,STAR,WD
5.29203E+17,136.73277,-0.2387894,0.000767787,470,51929,109,STAR,WD
5.29211E+17,136.18773,-0.47737162,-0.000128861,470,51929,138,STAR,WD
5.29214E+17,136.48154,-0.071641528,9.17E-05,470,51929,150,STAR,WD
5.29227E+17,135.76988,-0.048947005,-5.68E-05,470,51929,197,STAR,WD
5.31533E+17,137.86514,0.48825215,5.80E-05,472,51955,394,STAR,WD
5.31558E+17,138.63135,0.29507708,-6.03E-05,472,51955,483,STAR,WD
5.3156E+17,138.54712,0.73516464,0.000180101,472,51955,492,STAR,WD
5.31597E+17,140.00092,0.46165999,-0.000983305,472,51955,628,STAR,WD
5.31601E+17,139.87143,0.4850274,-1.43E-05,472,51955,640,STAR,WD
5.32571E+17,140.87422,1.3388928,0.000108337,473,51929,74,STAR,WD
5.32572E+17,140.52962,1.7769898,-4.07E-05,473,51929,77,STAR,WD
7.67886E+17,354.57114,-0.95548016,0.000124918,682,52525,82,STAR,WD
7.67896E+17,355.32264,-0.058420265,7.30E-05,682,52525,117,STAR,WD
7.67932E+17,353.7942,-0.9652389,-1.61E-05,682,52525,248,STAR,WD
7.67951E+17,353.36793,-0.34352784,-5.19E-05,682,52525,317,STAR,WD
7.67956E+17,353.40994,0.68440093,-5.30E-05,682,52525,335,STAR,WD
7.79156E+17,14.008765,-0.37896177,-0.000416821,692,52201,120,STAR,WD
7.79183E+17,13.356952,-0.97093823,2.58E-05,692,52201,219,STAR,WD
6.11371E+17,118.57193,36.387059,-0.000205034,543,52017,25,STAR,WD
6.11376E+17,118.99892,36.961876,-8.17E-05,543,52017,44,STAR,WD
6.11387E+17,118.69428,36.825899,-0.000530747,543,52017,84,STAR,WD
3.31095E+17,195.69993,-0.83407393,-6.98E-05,294,51986,293,STAR,WD
3.8972E+17,244.88229,0.95859758,-0.000364403,346,51693,576,STAR,WD
3.91853E+17,249.11533,-0.49729989,-1.47E-05,348,51671,144,STAR,WD
3.46802E+17,221.85876,-1.0235098,0.000360072,308,51662,91,STAR,WD
3.70516E+17,175.75202,-2.126777,0.000125704,329,52056,346,STAR,WD
3.851E+17,237.13651,-0.28831429,8.01E-06,342,51691,155,STAR,WD
3.85115E+17,236.64616,-0.88659257,-9.18E-06,342,51691,209,STAR,WD
3.85116E+17,236.69707,-0.83430794,7.61E-05,342,51691,211,STAR,WD
3.8517E+17,236.58546,1.146849,-0.000323197,342,51691,410,STAR,WD
3.85173E+17,236.66598,0.98796201,-0.000358328,342,51691,419,STAR,WD
3.85185E+17,236.76464,0.47199742,-0.000122342,342,51691,464,STAR,WD
3.95366E+17,258.233,61.734861,0.000225719,351,51695,636,STAR,WD
4.18998E+17,330.80074,0.26321431,-0.00100891,372,52173,595,STAR,WD
4.19007E+17,331.14604,0.21193044,-2.56E-05,372,52173,626,STAR,WD
4.19961E+17,332.63017,-0.6674047,0.000219305,373,51788,2,STAR,WD
4.19976E+17,332.37541,-1.0774068,-9.28E-05,373,51788,55,STAR,WD
4.19984E+17,332.09859,-1.2594572,-0.000456993,373,51788,86,STAR,WD
4.19998E+17,331.66892,-0.86526184,0.000176514,373,51788,137,STAR,WD
4.20002E+17,332.17353,-0.087337623,8.60E-06,373,51788,152,STAR,WD
4.20027E+17,331.30867,-0.97824229,-2.45E-05,373,51788,243,STAR,WD
4.20051E+17,330.95291,0.92199443,-0.001042151,373,51788,330,STAR,WD
4.20075E+17,331.52003,0.77650276,0.000137532,373,51788,415,STAR,WD
4.20076E+17,331.44782,0.55188525,0.000365974,373,51788,421,STAR,WD
4.71779E+17,11.543192,13.65286,0.000119377,419,51879,98,STAR,WD
4.71786E+17,11.115195,13.659988,-0.000191922,419,51879,122,STAR,WD
4.89832E+17,117.56911,40.482843,-0.000187913,435,51882,237,STAR,WD
