specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
9557893352470323200,221.78531,45.944827,7.934742e-05,8489,57483,469,STAR,K4III
4257289869259153408,142.42187,-1.0124163,6.672283e-06,3781,55243,954,STAR,K1III
4591469113142910976,318.35837,4.8190258,-0.0001658271,4078,55358,179,STAR,M0III
4722138375066198016,322.21226,-0.77955304,0.000259286,4194,55450,415,STAR,K1III
4483561942045138944,202.10827,35.786577,-1.697289e-05,3982,55332,831,STAR,M0III
5406723180088762368,154.53614,5.3142172,0.000295411,4802,55652,552,STAR,K4III
5457386481554268160,178.10793,6.933459,0.0002314666,4847,55931,544,STAR,K4III
6512238147677429760,150.62667,21.179968,-0.0001777125,5784,56029,120,STAR,K2III
6147558727559913472,214.62206,11.223443,-8.81428e-05,5460,56000,528,STAR,K4III
6100298694761881600,194.64604,17.385184,3.038938e-05,5418,56037,629,STAR,K5III
6100300069151416320,194.86147,17.432269,8.272041e-05,5418,56037,634,STAR,M0III
6414373090164187136,28.246443,24.742768,0.0001157665,5697,55944,441,STAR,K2III
6521453708412166144,142.34835,26.743314,0.0001001355,5792,56269,878,STAR,K4III
6523736844525346816,149.76066,28.213277,0.0004501941,5794,56282,992,STAR,K4III
6892813210551820288,347.76338,20.214574,-0.001188016,6122,56246,196,STAR,K2III
6916614888866422784,352.12628,14.74969,-0.0006641109,6143,56267,770,STAR,M0III
7210498405109309440,179.42379,24.88604,0.0003942477,6404,56330,856,STAR,K4III
8172914406499262464,86.198838,-2.567466,-2.187494e-05,7259,56603,25,STAR,K2III
8172919904057401344,86.190106,-2.750645,0.0001047624,7259,56603,45,STAR,K2III
8172922927714377728,86.15759,-2.679645,-5.23285e-05,7259,56603,56,STAR,K2III
8172927050882981888,85.96753,-2.412396,0.0002104211,7259,56603,71,STAR,K5III
8172928975028330496,86.001553,-2.31948,0.000124309,7259,56603,78,STAR,K5III
8172930349417865216,85.911846,-2.873472,0.0001203763,7259,56603,83,STAR,K2III
8172933922830655488,85.828183,-2.789418,0.0001982214,7259,56603,96,STAR,K2III
8172935572098097152,85.847633,-2.650556,0.000329843,7259,56603,102,STAR,K4III
8172938045999259648,85.845421,-2.573771,-1.741643e-07,7259,56603,111,STAR,K4III
8172941069656236032,85.608451,-3.149084,8.639876e-05,7259,56603,122,STAR,K5III
8172941894289956864,85.284509,-3.22198,9.301186e-05,7259,56603,125,STAR,K4III
8172943268679491584,85.680652,-2.97969,2.87202e-05,7259,56603,130,STAR,K2III
8172943818435305472,85.607586,-3.023553,2.821101e-05,7259,56603,132,STAR,K5III
8389306818342395904,120.29807,1.3592659,0.0003912316,7451,56739,824,STAR,K4III
8851929088618635264,1.25655560000001,-0.50454726,6.072124e-06,7862,56984,378,STAR,K2III
8566982678401753088,344.49997,20.81691,-0.0001487635,7609,56959,37,STAR,M0III
8636818441045516288,10.658347,27.391418,-0.000208666,7671,57360,146,STAR,K4III
9354122235776835584,116.33673,50.470112,-0.0002015122,8308,57417,530,STAR,K2III
9354170614288457728,118.13845,50.774296,-0.0003064876,8308,57417,706,STAR,K4III
9354210196707057664,118.76691,50.626842,3.293258e-05,8308,57417,850,STAR,K2III
9354211296218685440,118.55553,50.361763,-0.0001953955,8308,57417,854,STAR,M0III
4160292327326195712,127.62459,51.008168,-0.0002493765,3695,55212,335,STAR,K1III
4141246586842750976,118.43903,46.141541,3.05128e-05,3678,55208,679,STAR,K2III
4798642944419536896,37.204835,3.3610113,-0.0004742367,4262,55482,209,STAR,K4III
5473259027705077760,216.41747,7.5467474,-1.893956e-05,4861,55710,944,STAR,K4III
5764802785250877440,16.07741,23.785881,-0.0007215094,5120,55895,710,STAR,K4III
5631906735843155968,260.89281,32.403675,-1.068411e-05,5002,55710,565,STAR,K1III
5646647338430603264,259.68376,25.628343,-0.0001857282,5015,55707,943,STAR,K4III
6647354932876779520,220.92566,20.889265,4.227399e-06,5904,56046,152,STAR,K4III
7113645172181671936,250.5779,48.327456,-2.704643e-06,6318,56186,762,STAR,K2III
7533582476620308480,171.00984,52.202777,0.0001493966,6691,56413,677,STAR,K1III
7582981334764593152,233.2118,45.414486,-0.0001973476,6735,56397,165,STAR,K4III
8255219450250240000,29.336058,-1.2070382,-0.0005785748,7332,56683,441,STAR,K4III
8255232094633959424,28.690184,-0.56735394,-0.0001783853,7332,56683,487,STAR,K4III
8063938235691147264,25.124474,-6.5687608,-0.0004194963,7162,56605,884,STAR,K1III
8255124067616530432,30.892182,-0.635211,-1.94875e-05,7332,56683,94,STAR,K3III
8255145782971179008,30.399168,-0.93773777,-0.0005622895,7332,56683,173,STAR,K4III
9254033142745899008,184.36774,53.198922,-0.0001218474,8219,57429,952,STAR,K3III
8673008865820778496,349.5066,26.224996,-0.000846227,7703,57333,734,STAR,K4III
8675121027640958976,346.9684,25.122499,-0.0001106507,7705,57332,226,STAR,K4III
8563839449837838336,351.11635,22.245177,-0.0001084534,7606,56977,890,STAR,K5III
4714285117341671424,247.67232,23.208845,-7.068521e-05,4187,55693,517,STAR,K1III
5034014576208748544,119.14777,22.253015,0.0001936656,4471,55617,422,STAR,K4III
5449583243488632832,199.55043,7.6817138,-4.803577e-05,4840,55690,828,STAR,K4III
5449621726395604992,200.21347,6.6056904,8.362024e-05,4840,55690,968,STAR,K2III
5358266603090714624,202.14647,3.8949247,5.833962e-05,4759,55649,396,STAR,K3III
5383101272294400000,215.96457,5.211916,-1.301835e-05,4781,55653,632,STAR,K2III
5383112817166491648,216.16398,5.5245757,1.546161e-06,4781,55653,674,STAR,K4III
5306383404782034944,217.87549,37.306908,-8.625722e-05,4713,56044,62,STAR,K1III
5394256096595517440,127.43046,-0.45436729,9.924435e-05,4791,55889,253,STAR,M0III
5681465582139973632,343.84707,13.84703,-8.709663e-05,5046,56243,635,STAR,K4III
6019185521581858816,158.15528,9.5914668,4.439456e-05,5346,55955,453,STAR,K4III
6173351071609495552,226.95847,12.682654,-3.765502e-05,5483,56017,152,STAR,K1III
6179050939820777472,228.06156,11.760606,0.0004766097,5488,56013,408,STAR,K2III
6119530526598471680,204.86511,11.219845,-0.000107173,5435,55982,962,STAR,K1III
6120398041826435072,205.35733,14.238055,-0.0004438066,5436,56015,22,STAR,K2III
6940292320571924480,352.09873,9.4794048,-0.0003006259,6164,56181,892,STAR,K5III
7934465243408736256,22.401048,-3.7214899,-0.0004995458,7047,56572,904,STAR,K2III
7935489988296155136,21.998905,-4.8736308,-0.00025596,7048,56575,536,STAR,K4III
9447518053552070656,206.00648,41.240252,-8.704064e-05,8391,57511,334,STAR,M0III
8884518344226480128,30.90919,-4.1019976,8.830888e-05,7891,57332,153,STAR,M0III
